date,time_minus_12hours,currency,event,impact,datetime,all_day,actual,forecast,currency_strength
 Jan 19,8:00pm,GBP,CB Leading Index m/m,Low,2024-01-19 20:00:00,False,-0.1%,,
 Jan 19,8:30pm,USD,Prelim UoM Consumer Sentiment,High,2024-01-19 20:30:00,False,78.8,69.8,better
 Jan 19,8:30pm,USD,Existing Home Sales,Medium,2024-01-19 20:30:00,False,3.78M,3.83M,worse
 Jan 19,8:30pm,USD,Prelim UoM Inflation Expectations,Medium,2024-01-19 20:30:00,False,2.9%,,
 Jan 20,2:30am,USD,TIC Long-Term Purchases,Low,2024-01-20 02:30:00,False,126.1B,21.7B,better
 Jan 20,2:45am,USD,FOMC Member Daly Speaks,Low,2024-01-20 02:45:00,False,,,
 Jan 22,6:45am,CNY,1-y Loan Prime Rate,Medium,2024-01-22 06:45:00,False,3.45%,3.45%,
 Jan 22,6:45am,CNY,5-y Loan Prime Rate,Medium,2024-01-22 06:45:00,False,4.20%,4.20%,
 Jan 22,8:30pm,USD,CB Leading Index m/m,Low,2024-01-22 20:30:00,False,-0.1%,-0.3%,better
 Jan 23,3:00am,NZD,BusinessNZ Services Index,Low,2024-01-23 03:00:00,False,48.8,,
 Jan 23,6:00am,AUD,NAB Business Confidence,Low,2024-01-23 06:00:00,False,-1,,
 Jan 23,8:39am,JPY,BOJ Outlook Report,High,2024-01-23 08:39:00,False,,,
 Jan 23,8:39am,JPY,Monetary Policy Statement,High,2024-01-23 08:39:00,False,,,
 Jan 23,8:39am,JPY,BOJ Policy Rate,Medium,2024-01-23 08:39:00,False,-0.10%,-0.10%,
 Jan 23,10:30am,JPY,BOJ Core CPI y/y,Low,2024-01-23 10:30:00,False,2.6%,2.8%,worse
 Jan 23,12:00pm,JPY,BOJ Press Conference,High,2024-01-23 12:00:00,False,,,
 Jan 23,12:30pm,GBP,Public Sector Net Borrowing,Low,2024-01-23 12:30:00,False,6.8B,11.4B,better
 Jan 23,7:00pm,CAD,NHPI m/m,Low,2024-01-23 19:00:00,False,0.0%,0.0%,
 Jan 23,8:29pm,USD,Richmond Manufacturing Index,Medium,2024-01-23 20:29:00,False,-15,-7,worse
 Jan 23,8:30pm,EUR,Consumer Confidence,Low,2024-01-23 20:30:00,False,-16,-14,worse
 Jan 24,3:15am,NZD,CPI q/q,High,2024-01-24 03:15:00,False,0.5%,0.5%,
 Jan 24,3:30am,AUD,Flash Manufacturing PMI,Low,2024-01-24 03:30:00,False,50.3,,
 Jan 24,3:30am,AUD,Flash Services PMI,Low,2024-01-24 03:30:00,False,47.9,,
 Jan 24,5:00am,AUD,MI Leading Index m/m,Low,2024-01-24 05:00:00,False,0.0%,,
 Jan 24,5:20am,JPY,Trade Balance,Low,2024-01-24 05:20:00,False,-0.41T,-0.45T,
 Jan 24,6:00am,JPY,Flash Manufacturing PMI,Low,2024-01-24 06:00:00,False,48.0,48.2,
 Jan 24,7:30am,NZD,Credit Card Spending y/y,Low,2024-01-24 07:30:00,False,4.3%,,
 Jan 24,1:45pm,EUR,French Flash Manufacturing PMI,High,2024-01-24 13:45:00,False,43.2,42.5,better
 Jan 24,1:45pm,EUR,French Flash Services PMI,High,2024-01-24 13:45:00,False,45.0,46.1,worse
 Jan 24,2:00pm,EUR,German Flash Manufacturing PMI,High,2024-01-24 14:00:00,False,45.4,43.7,better
 Jan 24,2:00pm,EUR,German Flash Services PMI,High,2024-01-24 14:00:00,False,47.6,49.3,worse
 Jan 24,2:30pm,EUR,Flash Manufacturing PMI,Medium,2024-01-24 14:30:00,False,46.6,44.8,better
 Jan 24,2:30pm,EUR,Flash Services PMI,Medium,2024-01-24 14:30:00,False,48.4,49.1,worse
 Jan 24,3:00pm,GBP,Flash Manufacturing PMI,High,2024-01-24 15:00:00,False,47.3,46.7,better
 Jan 24,3:00pm,GBP,Flash Services PMI,High,2024-01-24 15:00:00,False,53.8,53.1,better
 Jan 24,4:30pm,GBP,CBI Industrial Order Expectations,Low,2024-01-24 16:30:00,False,-30,-23,worse
 Jan 24,8:15pm,CAD,BOC Monetary Policy Report,High,2024-01-24 20:15:00,False,,,
 Jan 24,8:15pm,CAD,BOC Rate Statement,High,2024-01-24 20:15:00,False,,,
 Jan 24,8:15pm,CAD,Overnight Rate,High,2024-01-24 20:15:00,False,5.00%,5.00%,
 Jan 24,8:15pm,USD,Flash Manufacturing PMI,High,2024-01-24 20:15:00,False,50.3,47.6,better
 Jan 24,8:15pm,USD,Flash Services PMI,High,2024-01-24 20:15:00,False,52.9,51.4,better
 Jan 24,9:00pm,CAD,BOC Press Conference,High,2024-01-24 21:00:00,False,,,
 Jan 24,9:00pm,USD,Crude Oil Inventories,Low,2024-01-24 21:00:00,False,-9.2M,-1.2M,better
 Jan 25,6:00am,AUD,RBA Bulletin,Low,2024-01-25 06:00:00,False,,,
 Jan 25,2:30pm,EUR,German ifo Business Climate,Medium,2024-01-25 14:30:00,False,85.2,86.7,worse
 Jan 25,4:30pm,GBP,CBI Realized Sales,Low,2024-01-25 16:30:00,False,-50,-19,worse
 Jan 25,6:45pm,EUR,Main Refinancing Rate,High,2024-01-25 18:45:00,False,4.50%,4.50%,
 Jan 25,6:45pm,EUR,Monetary Policy Statement,High,2024-01-25 18:45:00,False,,,
 Jan 25,7:00pm,USD,Advance GDP q/q,High,2024-01-25 19:00:00,False,3.3%,2.0%,better
 Jan 25,7:00pm,USD,Unemployment Claims,High,2024-01-25 19:00:00,False,214K,199K,worse
 Jan 25,7:00pm,USD,Advance GDP Price Index q/q,Medium,2024-01-25 19:00:00,False,1.5%,2.3%,worse
 Jan 25,7:00pm,USD,Core Durable Goods Orders m/m,Medium,2024-01-25 19:00:00,False,0.6%,0.2%,better
 Jan 25,7:00pm,USD,Durable Goods Orders m/m,Medium,2024-01-25 19:00:00,False,0.0%,1.2%,worse
 Jan 25,7:00pm,USD,Goods Trade Balance,Low,2024-01-25 19:00:00,False,-88.5B,-88.7B,
 Jan 25,7:00pm,USD,Prelim Wholesale Inventories m/m,Low,2024-01-25 19:00:00,False,0.4%,-0.2%,worse
 Jan 25,7:15pm,EUR,ECB Press Conference,High,2024-01-25 19:15:00,False,,,
 Jan 25,7:30pm,EUR,Belgian NBB Business Climate,Low,2024-01-25 19:30:00,False,-16.4,-11.9,worse
 Jan 25,8:30pm,USD,New Home Sales,Medium,2024-01-25 20:30:00,False,664K,648K,better
 Jan 25,9:00pm,USD,Natural Gas Storage,Low,2024-01-25 21:00:00,False,-326B,-322B,better
 Jan 26,All Day,AUD,Bank Holiday,None,2024-01-26 00:00:00,True,,,
 Jan 26,5:00am,JPY,Tokyo Core CPI y/y,Medium,2024-01-26 05:00:00,False,1.6%,1.9%,worse
 Jan 26,5:20am,JPY,Monetary Policy Meeting Minutes,Low,2024-01-26 05:20:00,False,,,
 Jan 26,5:20am,JPY,SPPI y/y,Low,2024-01-26 05:20:00,False,2.4%,2.4%,
 Jan 26,5:31am,GBP,GfK Consumer Confidence,Low,2024-01-26 05:31:00,False,-19,-21,better
 Jan 26,12:30pm,EUR,German GfK Consumer Climate,Low,2024-01-26 12:30:00,False,-29.7,-24.7,worse
 Jan 26,1:30pm,EUR,Spanish Unemployment Rate,Low,2024-01-26 13:30:00,False,11.8%,11.9%,
 Jan 26,2:30pm,EUR,M3 Money Supply y/y,Low,2024-01-26 14:30:00,False,0.1%,-0.7%,better
 Jan 26,2:30pm,EUR,Private Loans y/y,Low,2024-01-26 14:30:00,False,0.3%,0.6%,worse
 Jan 26,4:30pm,EUR,German Buba Monthly Report,Low,2024-01-26 16:30:00,False,,,
 Jan 26,7:00pm,USD,Core PCE Price Index m/m,High,2024-01-26 19:00:00,False,0.2%,0.2%,
 Jan 26,7:00pm,USD,Personal Income m/m,Low,2024-01-26 19:00:00,False,0.3%,0.3%,
 Jan 26,7:00pm,USD,Personal Spending m/m,Low,2024-01-26 19:00:00,False,0.7%,0.5%,better
 Jan 26,8:30pm,USD,Pending Home Sales m/m,Medium,2024-01-26 20:30:00,False,8.3%,2.1%,better
 Jan 29,3:15am,NZD,Trade Balance,Low,2024-01-29 03:15:00,False,-323M,-975M,better
 Jan 29,7:30pm,CNY,CB Leading Index m/m,Low,2024-01-29 19:30:00,False,-0.3%,,
 Jan 30,5:00am,JPY,Unemployment Rate,Low,2024-01-30 05:00:00,False,2.4%,2.5%,better
 Jan 30,5:31am,GBP,BRC Shop Price Index y/y,Low,2024-01-30 05:31:00,False,2.9%,,
 Jan 30,6:00am,AUD,Retail Sales m/m,Medium,2024-01-30 06:00:00,False,-2.7%,-1.9%,worse
 Jan 30,12:00pm,EUR,French Consumer Spending m/m,Low,2024-01-30 12:00:00,False,0.3%,0.0%,better
 Jan 30,12:00pm,EUR,French Flash GDP q/q,Low,2024-01-30 12:00:00,False,0.0%,0.0%,
 Jan 30,12:30pm,CHF,Trade Balance,Low,2024-01-30 12:30:00,False,1.25B,2.55B,worse
 Jan 30,1:30pm,CHF,KOF Economic Barometer,Low,2024-01-30 13:30:00,False,101.5,98.3,better
 Jan 30,1:30pm,EUR,Spanish Flash CPI y/y,Medium,2024-01-30 13:30:00,False,3.4%,3.0%,better
 Jan 30,1:30pm,EUR,Spanish Flash GDP q/q,Low,2024-01-30 13:30:00,False,0.6%,0.2%,better
 Jan 30,2:30pm,EUR,Italian Prelim GDP q/q,Low,2024-01-30 14:30:00,False,0.2%,0.0%,better
 Jan 30,2:30pm,EUR,German Prelim GDP q/q,Low,2024-01-30 14:30:00,False,-0.3%,-0.3%,
 Jan 30,3:00pm,GBP,M4 Money Supply m/m,Low,2024-01-30 15:00:00,False,0.5%,0.2%,better
 Jan 30,3:00pm,GBP,Mortgage Approvals,Low,2024-01-30 15:00:00,False,50K,53K,worse
 Jan 30,3:00pm,GBP,Net Lending to Individuals m/m,Low,2024-01-30 15:00:00,False,0.4B,1.5B,worse
 Jan 30,3:30pm,EUR,Prelim Flash GDP q/q,Low,2024-01-30 15:30:00,False,0.0%,-0.1%,better
 Jan 30,3:49pm,EUR,Italian 10-y Bond Auction,Low,2024-01-30 15:49:00,False,3.69|1.7,,
 Jan 30,7:30pm,USD,S&P/CS Composite-20 HPI y/y,Medium,2024-01-30 19:30:00,False,5.4%,5.8%,worse
 Jan 30,7:30pm,USD,HPI m/m,Low,2024-01-30 19:30:00,False,0.3%,0.3%,
 Jan 30,8:30pm,USD,CB Consumer Confidence,High,2024-01-30 20:30:00,False,114.8,114.2,better
 Jan 30,8:30pm,USD,JOLTS Job Openings,High,2024-01-30 20:30:00,False,9.03M,8.73M,better
 Jan 30,9:00pm,EUR,German Buba President Nagel Speaks,Low,2024-01-30 21:00:00,False,,,
 Jan 31,5:20am,JPY,BOJ Summary of Opinions,Low,2024-01-31 05:20:00,False,,,
 Jan 31,5:20am,JPY,Prelim Industrial Production m/m,Low,2024-01-31 05:20:00,False,1.8%,2.5%,worse
 Jan 31,5:20am,JPY,Retail Sales y/y,Low,2024-01-31 05:20:00,False,2.1%,5.0%,worse
 Jan 31,5:30am,NZD,ANZ Business Confidence,Low,2024-01-31 05:30:00,False,36.6,,
 Jan 31,6:00am,AUD,CPI q/q,High,2024-01-31 06:00:00,False,0.6%,0.8%,worse
 Jan 31,6:00am,AUD,CPI y/y,High,2024-01-31 06:00:00,False,3.4%,3.7%,worse
 Jan 31,6:00am,AUD,Trimmed Mean CPI q/q,High,2024-01-31 06:00:00,False,0.8%,0.9%,worse
 Jan 31,6:00am,AUD,Private Sector Credit m/m,Low,2024-01-31 06:00:00,False,0.4%,0.4%,
 Jan 31,7:00am,CNY,Manufacturing PMI,High,2024-01-31 07:00:00,False,49.2,49.3,
 Jan 31,7:00am,CNY,Non-Manufacturing PMI,Medium,2024-01-31 07:00:00,False,50.7,50.6,
 Jan 31,10:30am,JPY,Consumer Confidence,Low,2024-01-31 10:30:00,False,38.0,37.6,better
 Jan 31,10:30am,JPY,Housing Starts y/y,Low,2024-01-31 10:30:00,False,-4.0%,-6.6%,better
 Jan 31,12:30pm,EUR,German Import Prices m/m,Low,2024-01-31 12:30:00,False,-1.1%,-0.6%,worse
 Jan 31,12:30pm,EUR,German Retail Sales m/m,Low,2024-01-31 12:30:00,False,-1.6%,0.6%,worse
 Jan 31,12:30pm,GBP,Nationwide HPI m/m,Low,2024-01-31 12:30:00,False,0.7%,0.1%,better
 Jan 31,All Day,EUR,German Prelim CPI m/m,High,2024-01-31 00:00:00,True,0.2%,0.1%,better
 Jan 31,1:00pm,CHF,Retail Sales y/y,Low,2024-01-31 13:00:00,False,-0.8%,0.9%,worse
 Jan 31,1:15pm,EUR,French Prelim CPI m/m,Low,2024-01-31 13:15:00,False,-0.2%,0.0%,worse
 Jan 31,2:25pm,EUR,German Unemployment Change,Low,2024-01-31 14:25:00,False,-2K,11K,better
 Jan 31,2:30pm,CHF,UBS Economic Expectations,Low,2024-01-31 14:30:00,False,-19.5,,
 Jan 31,2:30pm,EUR,Italian Monthly Unemployment Rate,Low,2024-01-31 14:30:00,False,7.2%,7.5%,better
 Jan 31,4:02pm,EUR,German 10-y Bond Auction,Low,2024-01-31 16:02:00,False,2.23|1.8,,
 Jan 31,6:45pm,USD,ADP Non-Farm Employment Change,High,2024-01-31 18:45:00,False,107K,148K,worse
 Jan 31,7:00pm,CAD,GDP m/m,High,2024-01-31 19:00:00,False,0.2%,0.1%,better
 Jan 31,7:00pm,USD,Employment Cost Index q/q,High,2024-01-31 19:00:00,False,0.9%,1.0%,worse
 Jan 31,8:15pm,USD,Chicago PMI,Medium,2024-01-31 20:15:00,False,46.0,47.9,worse
 Jan 31,9:00pm,USD,Crude Oil Inventories,Low,2024-01-31 21:00:00,False,1.2M,-0.8M,worse
 Feb 1,12:30am,USD,Federal Funds Rate,High,2024-02-01 00:30:00,False,5.50%,5.50%,
 Feb 1,12:30am,USD,FOMC Statement,High,2024-02-01 00:30:00,False,,,
 Feb 1,1:00am,USD,FOMC Press Conference,High,2024-02-01 01:00:00,False,,,
 Feb 1,6:00am,AUD,Building Approvals m/m,Low,2024-02-01 06:00:00,False,-9.5%,0.5%,worse
 Feb 1,6:00am,AUD,Import Prices q/q,Low,2024-02-01 06:00:00,False,1.1%,0.6%,better
 Feb 1,6:00am,AUD,NAB Quarterly Business Confidence,Low,2024-02-01 06:00:00,False,-6,,
 Feb 1,6:00am,JPY,Final Manufacturing PMI,Low,2024-02-01 06:00:00,False,48.0,48.0,
 Feb 1,7:15am,CNY,Caixin Manufacturing PMI,Medium,2024-02-01 07:15:00,False,50.8,50.8,
 Feb 1,9:05am,JPY,10-y Bond Auction,Low,2024-02-01 09:05:00,False,0.74|3.6,,
 Feb 1,11:00am,AUD,Commodity Prices y/y,Low,2024-02-01 11:00:00,False,-10.4%,,
 Feb 1,1:30pm,EUR,ECB President Lagarde Speaks,Medium,2024-02-01 13:30:00,False,,,
 Feb 1,1:45pm,EUR,Spanish Manufacturing PMI,Low,2024-02-01 13:45:00,False,49.2,47.9,better
 Feb 1,2:00pm,CHF,Manufacturing PMI,Low,2024-02-01 14:00:00,False,43.1,44.5,worse
 Feb 1,2:15pm,EUR,Italian Manufacturing PMI,Low,2024-02-01 14:15:00,False,48.5,47.0,better
 Feb 1,2:20pm,EUR,French Final Manufacturing PMI,Low,2024-02-01 14:20:00,False,43.1,43.2,
 Feb 1,2:25pm,EUR,German Final Manufacturing PMI,Low,2024-02-01 14:25:00,False,45.5,45.4,
 Feb 1,2:30pm,EUR,Final Manufacturing PMI,Low,2024-02-01 14:30:00,False,46.6,46.6,
 Feb 1,3:00pm,GBP,Final Manufacturing PMI,Low,2024-02-01 15:00:00,False,47.0,47.3,
 Feb 1,3:15pm,EUR,Spanish 10-y Bond Auction,Low,2024-02-01 15:15:00,False,3.17|1.8,,
 Feb 1,3:30pm,EUR,Core CPI Flash Estimate y/y,Medium,2024-02-01 15:30:00,False,3.3%,3.2%,better
 Feb 1,3:30pm,EUR,CPI Flash Estimate y/y,Medium,2024-02-01 15:30:00,False,2.8%,2.7%,better
 Feb 1,3:30pm,EUR,Italian Prelim CPI m/m,Low,2024-02-01 15:30:00,False,0.3%,0.5%,worse
 Feb 1,3:30pm,EUR,Unemployment Rate,Low,2024-02-01 15:30:00,False,6.4%,6.4%,
 Feb 1,3:31pm,EUR,French 10-y Bond Auction,Low,2024-02-01 15:31:00,False,2.70|1.9,,
 Feb 1,All Day,All,OPEC-JMMC Meetings,Medium,2024-02-01 00:00:00,True,,,
 Feb 1,5:30pm,GBP,BOE Monetary Policy Report,High,2024-02-01 17:30:00,False,,,
 Feb 1,5:30pm,GBP,Monetary Policy Summary,High,2024-02-01 17:30:00,False,,,
 Feb 1,5:30pm,GBP,MPC Official Bank Rate Votes,High,2024-02-01 17:30:00,False,2-1-6,2-0-7,worse
 Feb 1,5:30pm,GBP,Official Bank Rate,High,2024-02-01 17:30:00,False,5.25%,5.25%,
 Feb 1,6:00pm,GBP,BOE Gov Bailey Speaks,High,2024-02-01 18:00:00,False,,,
 Feb 1,6:00pm,USD,Challenger Job Cuts y/y,Low,2024-02-01 18:00:00,False,-20.0%,,
 Feb 1,7:00pm,USD,Unemployment Claims,High,2024-02-01 19:00:00,False,224K,213K,worse
 Feb 1,7:00pm,USD,Prelim Nonfarm Productivity q/q,Low,2024-02-01 19:00:00,False,3.2%,2.4%,worse
 Feb 1,7:00pm,USD,Prelim Unit Labor Costs q/q,Low,2024-02-01 19:00:00,False,0.5%,1.3%,worse
 Feb 1,8:00pm,CAD,Manufacturing PMI,Low,2024-02-01 20:00:00,False,48.3,,
 Feb 1,8:15pm,USD,Final Manufacturing PMI,Low,2024-02-01 20:15:00,False,50.7,50.3,better
 Feb 1,8:30pm,USD,ISM Manufacturing PMI,High,2024-02-01 20:30:00,False,49.1,47.2,better
 Feb 1,8:30pm,USD,ISM Manufacturing Prices,Medium,2024-02-01 20:30:00,False,52.9,46.0,better
 Feb 1,8:30pm,USD,Construction Spending m/m,Low,2024-02-01 20:30:00,False,0.9%,0.5%,better
 Feb 1,All Day,USD,Wards Total Vehicle Sales,Low,2024-02-01 00:00:00,True,15.0M,15.7M,worse
 Feb 1,9:00pm,USD,Natural Gas Storage,Low,2024-02-01 21:00:00,False,-197B,-202B,worse
 Feb 1,10:00pm,CAD,BOC Gov Macklem Speaks,High,2024-02-01 22:00:00,False,,,
 Feb 2,3:15am,NZD,Building Consents m/m,Low,2024-02-02 03:15:00,False,3.7%,,
 Feb 2,5:20am,JPY,Monetary Base y/y,Low,2024-02-02 05:20:00,False,4.8%,7.5%,worse
 Feb 2,6:00am,AUD,PPI q/q,Low,2024-02-02 06:00:00,False,0.9%,1.9%,worse
 Feb 2,1:15pm,EUR,French Gov Budget Balance,Low,2024-02-02 13:15:00,False,-173.3B,,
 Feb 2,1:15pm,EUR,French Industrial Production m/m,Low,2024-02-02 13:15:00,False,1.1%,0.2%,better
 Feb 2,1:30pm,EUR,Spanish Unemployment Change,Low,2024-02-02 13:30:00,False,60.4K,-38.6K,worse
 Feb 2,5:45pm,GBP,MPC Member Pill Speaks,Low,2024-02-02 17:45:00,False,,,
 Feb 2,7:00pm,USD,Average Hourly Earnings m/m,High,2024-02-02 19:00:00,False,0.6%,0.3%,better
 Feb 2,7:00pm,USD,Non-Farm Employment Change,High,2024-02-02 19:00:00,False,353K,187K,better
 Feb 2,7:00pm,USD,Unemployment Rate,High,2024-02-02 19:00:00,False,3.7%,3.8%,better
 Feb 2,8:30pm,USD,Revised UoM Consumer Sentiment,High,2024-02-02 20:30:00,False,79.0,78.9,
 Feb 2,8:30pm,USD,Factory Orders m/m,Low,2024-02-02 20:30:00,False,0.2%,0.3%,
 Feb 2,8:30pm,USD,Revised UoM Inflation Expectations,Low,2024-02-02 20:30:00,False,2.9%,,
 Feb 5,5:30am,AUD,MI Inflation Gauge m/m,Low,2024-02-05 05:30:00,False,0.3%,,
 Feb 5,5:30am,NZD,ANZ Commodity Prices m/m,Low,2024-02-05 05:30:00,False,2.2%,,
 Feb 5,5:30am,USD,Fed Chair Powell Speaks,High,2024-02-05 05:30:00,False,,,
 Feb 5,6:00am,AUD,ANZ Job Advertisements m/m,Low,2024-02-05 06:00:00,False,1.7%,,
 Feb 5,6:00am,AUD,Goods Trade Balance,Low,2024-02-05 06:00:00,False,10.96B,10.51B,better
 Feb 5,7:15am,CNY,Caixin Services PMI,Medium,2024-02-05 07:15:00,False,52.7,53.0,
 Feb 5,12:30pm,EUR,German Trade Balance,Low,2024-02-05 12:30:00,False,22.2B,19.0B,better
 Feb 5,1:45pm,EUR,Spanish Services PMI,Low,2024-02-05 13:45:00,False,52.1,52.2,
 Feb 5,2:15pm,EUR,Italian Services PMI,Low,2024-02-05 14:15:00,False,51.2,50.7,better
 Feb 5,2:20pm,EUR,French Final Services PMI,Low,2024-02-05 14:20:00,False,45.4,45.0,better
 Feb 5,2:25pm,EUR,German Final Services PMI,Low,2024-02-05 14:25:00,False,47.7,47.6,
 Feb 5,2:30pm,EUR,Final Services PMI,Low,2024-02-05 14:30:00,False,48.4,48.4,
 Feb 5,3:00pm,EUR,Sentix Investor Confidence,Low,2024-02-05 15:00:00,False,-12.9,-15.0,better
 Feb 5,3:00pm,GBP,Final Services PMI,Low,2024-02-05 15:00:00,False,54.3,53.8,better
 Feb 5,3:30pm,EUR,PPI m/m,Low,2024-02-05 15:30:00,False,-0.8%,-0.8%,
 Feb 5,8:15pm,USD,Final Services PMI,Low,2024-02-05 20:15:00,False,52.5,52.9,worse
 Feb 5,8:30pm,USD,ISM Services PMI,High,2024-02-05 20:30:00,False,53.4,52.0,better
 Feb 5,11:00pm,GBP,MPC Member Pill Speaks,Low,2024-02-05 23:00:00,False,,,
 Feb 6,12:30am,USD,FOMC Member Bostic Speaks,Low,2024-02-06 00:30:00,False,,,
 Feb 6,12:30am,USD,Loan Officer Survey,Low,2024-02-06 00:30:00,False,,,
 Feb 6,All Day,NZD,Bank Holiday,None,2024-02-06 00:00:00,True,,,
 Feb 6,5:00am,JPY,Average Cash Earnings y/y,Low,2024-02-06 05:00:00,False,1.0%,1.3%,worse
 Feb 6,5:00am,JPY,Household Spending y/y,Low,2024-02-06 05:00:00,False,-2.5%,-2.0%,worse
 Feb 6,5:31am,GBP,BRC Retail Sales Monitor y/y,Low,2024-02-06 05:31:00,False,1.4%,1.2%,better
 Feb 6,9:00am,AUD,Cash Rate,High,2024-02-06 09:00:00,False,4.35%,4.35%,
 Feb 6,9:00am,AUD,RBA Rate Statement,High,2024-02-06 09:00:00,False,,,
 Feb 6,9:00am,AUD,RBA Monetary Policy Statement,Medium,2024-02-06 09:00:00,False,,,
 Feb 6,10:00am,AUD,RBA Press Conference,High,2024-02-06 10:00:00,False,,,
 Feb 6,12:30pm,EUR,German Factory Orders m/m,Low,2024-02-06 12:30:00,False,8.9%,-0.1%,better
 Feb 6,3:00pm,GBP,Construction PMI,Medium,2024-02-06 15:00:00,False,48.8,47.2,better
 Feb 6,3:30pm,EUR,Retail Sales m/m,Low,2024-02-06 15:30:00,False,-1.1%,-0.9%,worse
 Feb 6,7:00pm,CAD,Building Permits m/m,Low,2024-02-06 19:00:00,False,-14.0%,1.8%,worse
 Feb 6,8:30pm,CAD,Ivey PMI,Medium,2024-02-06 20:30:00,False,56.5,55.0,better
 Feb 6,8:36pm,USD,RCM/TIPP Economic Optimism,Low,2024-02-06 20:36:00,False,44.0,47.2,worse
 Feb 6,8:49pm,NZD,GDT Price Index,Low,2024-02-06 20:49:00,False,4.2%,,
 Feb 6,10:30pm,USD,FOMC Member Mester Speaks,Medium,2024-02-06 22:30:00,False,,,
 Feb 6,11:15pm,CAD,BOC Gov Macklem Speaks,High,2024-02-06 23:15:00,False,,,
 Feb 7,3:15am,NZD,Employment Change q/q,High,2024-02-07 03:15:00,False,0.4%,0.3%,better
 Feb 7,3:15am,NZD,Unemployment Rate,High,2024-02-07 03:15:00,False,4.0%,4.3%,better
 Feb 7,3:15am,NZD,Labor Cost Index q/q,Low,2024-02-07 03:15:00,False,1.0%,0.8%,better
 Feb 7,9:05am,JPY,30-y Bond Auction,Low,2024-02-07 09:05:00,False,1.79|3.2,,
 Feb 7,10:30am,JPY,Leading Indicators,Low,2024-02-07 10:30:00,False,110.0%,109.4%,better
 Feb 7,12:15pm,CHF,Unemployment Rate,Low,2024-02-07 12:15:00,False,2.2%,2.2%,
 Feb 7,12:30pm,EUR,German Industrial Production m/m,Low,2024-02-07 12:30:00,False,-1.6%,-0.4%,worse
 Feb 7,12:30pm,GBP,Halifax HPI m/m,Low,2024-02-07 12:30:00,False,1.3%,0.8%,better
 Feb 7,1:15pm,EUR,French Prelim Private Payrolls q/q,Low,2024-02-07 13:15:00,False,0.0%,-0.1%,better
 Feb 7,1:15pm,EUR,French Trade Balance,Low,2024-02-07 13:15:00,False,-6.8B,-6.0B,worse
 Feb 7,1:30pm,CHF,Foreign Currency Reserves,Medium,2024-02-07 13:30:00,False,662B,,
 Feb 7,2:10pm,GBP,MPC Member Breeden Speaks,Low,2024-02-07 14:10:00,False,,,
 Feb 7,2:30pm,EUR,Italian Retail Sales m/m,Low,2024-02-07 14:30:00,False,-0.1%,0.2%,worse
 Feb 7,7:00pm,CAD,Trade Balance,Low,2024-02-07 19:00:00,False,-0.3B,1.1B,worse
 Feb 7,7:00pm,USD,Trade Balance,Low,2024-02-07 19:00:00,False,-62.2B,-62.0B,
 Feb 7,9:00pm,USD,Crude Oil Inventories,Low,2024-02-07 21:00:00,False,5.5M,1.7M,worse
 Feb 7,9:30pm,USD,FOMC Member Kugler Speaks,Medium,2024-02-07 21:30:00,False,,,
 Feb 7,11:00pm,USD,FOMC Member Barkin Speaks,Medium,2024-02-07 23:00:00,False,,,
 Feb 7,11:31pm,USD,10-y Bond Auction,Medium,2024-02-07 23:31:00,False,4.09|2.6,,
 Feb 8,12:00am,CAD,BOC Summary of Deliberations,Low,2024-02-08 00:00:00,False,,,
 Feb 8,12:30am,USD,FOMC Member Bowman Speaks,Low,2024-02-08 00:30:00,False,,,
 Feb 8,1:30am,USD,Consumer Credit m/m,Low,2024-02-08 01:30:00,False,1.6B,14.9B,worse
 Feb 8,5:20am,JPY,Bank Lending y/y,Low,2024-02-08 05:20:00,False,3.1%,3.2%,worse
 Feb 8,5:20am,JPY,Current Account,Low,2024-02-08 05:20:00,False,1.81T,1.93T,worse
 Feb 8,5:31am,GBP,RICS House Price Balance,Low,2024-02-08 05:31:00,False,-18%,-22%,better
 Feb 8,7:00am,CNY,CPI y/y,Medium,2024-02-08 07:00:00,False,-0.8%,-0.5%,worse
 Feb 8,7:00am,CNY,PPI y/y,Medium,2024-02-08 07:00:00,False,-2.5%,-2.6%,
 Feb 8,10:30am,JPY,Economy Watchers Sentiment,Low,2024-02-08 10:30:00,False,50.2,50.3,
 Feb 8,2:30pm,EUR,ECB Economic Bulletin,Low,2024-02-08 14:30:00,False,,,
 Feb 8,7:00pm,USD,Unemployment Claims,High,2024-02-08 19:00:00,False,218K,221K,
 Feb 8,7:00pm,USD,FOMC Member Barkin Speaks,Medium,2024-02-08 19:00:00,False,,,
 Feb 8,8:30pm,GBP,MPC Member Mann Speaks,Low,2024-02-08 20:30:00,False,,,
 Feb 8,8:30pm,USD,Final Wholesale Inventories m/m,Low,2024-02-08 20:30:00,False,0.4%,0.4%,
 Feb 8,8:30pm,USD,Mortgage Delinquencies,Low,2024-02-08 20:30:00,False,3.88%,,
 Feb 8,9:00pm,USD,Natural Gas Storage,Low,2024-02-08 21:00:00,False,-75B,-73B,
 Feb 8,10:35pm,USD,FOMC Member Barkin Speaks,Medium,2024-02-08 22:35:00,False,,,
 Feb 8,11:31pm,USD,30-y Bond Auction,Medium,2024-02-08 23:31:00,False,4.36|2.4,,
